GameNumber,EventNumber,TeamCode,PlayerNumber,PlayerLName,ShotType,Zone,Length,Season
21026,254,PHI,22,LEINO,Slap,O,51,2010
21026,271,ATL,39,ENSTROM,Wrist,O,20,2010
21026,285,ATL,16,LADD,Wrist,O,7,2010
21026,294,ATL,6,HAINSEY,Tip-In,O,11,2010
21027,29,CBJ,26,PAHLSSON,Wrist,O,13,2010
21027,108,CBJ,24,MACKENZIE,Slap,O,43,2010
21027,253,CAR,53,SKINNER,Wrist,O,12,2010
21027,308,CBJ,24,MACKENZIE,Wrist,D,131,2010
21027,313,CAR,15,RUUTU,Wrist,O,35,2010
21028,113,FLA,10,BOOTH,Wrist,O,32,2010
21028,166,TB,91,STAMKOS,Slap,O,52,2010
21028,197,FLA,20,CARTER,Wrist,O,33,2010
21028,216,FLA,11,BERGFORS,Tip-In,O,9,2010
21028,245,TB,4,LECAVALIER,Tip-In,O,15,2010
21028,271,TB,12,GAGNE,Wrap-around,O,9,2010
21028,302,FLA,52,GARRISON,Backhand,O,16,2010
21029,43,STL,79,CRACKNELL,Slap,O,19,2010
21029,53,DET,24,SALEI,Wrist,O,47,2010
21029,57,DET,43,HELM,Tip-In,O,10,2010
21029,174,DET,55,KRONWALL,Slap,O,47,2010
21029,198,STL,42,BACKES,Snap,O,28,2010
21029,214,STL,36,DAGOSTINI,Deflected,O,29,2010
21029,244,DET,13,DATSYUK,Wrist,O,24,2010
21029,248,DET,8,ABDELKADER,Wrist,O,27,2010
21030,25,NSH,6,WEBER,Wrist,O,5,2010
21030,68,NSH,24,HALISCHUK,Wrist,O,16,2010
21030,146,COL,37,OREILLY,Wrist,O,9,2010
21030,190,NSH,29,WARD,Backhand,O,4,2010
21030,218,COL,34,WINNIK,Slap,O,55,2010
21030,316,NSH,10,ERAT,Wrist,O,32,2010
21031,9,CGY,11,BACKLUND,Backhand,O,14,2010
21031,18,CGY,18,STAJAN,Backhand,O,11,2010
21031,51,VAN,17,KESLER,Wrist,O,46,2010
21031,164,VAN,22,SEDIN,Snap,O,30,2010
21031,169,CGY,25,MOSS,Wrist,O,4,2010
21031,192,VAN,14,BURROWS,Tip-In,O,13,2010
21031,220,VAN,22,SEDIN,Wrist,O,9,2010
21032,75,SJ,29,CLOWE,Slap,O,46,2010
21032,99,NYR,26,CHRISTENSEN,Snap,O,14,2010
21032,130,NYR,38,SAUER,Wrist,O,33,2010
21032,199,SJ,55,EAGER,Tip-In,O,8,2010
21032,355,SJ,22,BOYLE,Backhand,O,7,2010
21032,358,NYR,86,WOLSKI,Snap,O,16,2010
21032,364,NYR,17,DUBINSKY,Wrist,O,17,2010
21033,84,PIT,14,KUNITZ,Backhand,O,9,2010
21033,121,PIT,25,TALBOT,Wrist,O,11,2010
21033,161,PIT,11,STAAL,Tip-In,O,5,2010
21033,175,EDM,28,JONES,Wrist,D,6,2010
21033,201,PIT,4,MICHALEK,Slap,O,58,2010
21033,232,PIT,14,KUNITZ,Wrist,O,12,2010
21034,15,CHI,8,LEDDY,Slap,O,36,2010
21034,25,WSH,15,GORDON,Slap,O,39,2010
21034,97,WSH,44,ARNOTT,Slap,O,47,2010
21034,117,CHI,82,KOPECKY,Wrist,O,31,2010
21034,233,WSH,21,LAICH,Wrist,O,24,2010
21034,292,CHI,19,TOEWS,Wrist,O,8,2010
21034,319,WSH,22,KNUBLE,Wrist,O,10,2010
21035,19,LA,8,DOUGHTY,Slap,O,61,2010
21035,172,LA,25,PENNER,Wrist,O,11,2010
21035,200,DAL,91,RICHARDS,Wrist,O,19,2010
21035,290,DAL,15,LANGENBRUNNER,Wrist,O,9,2010
21035,293,LA,26,HANDZUS,Wrist,O,9,2010
21036,39,BUF,63,ENNIS,Backhand,O,9,2010
21036,54,OTT,19,SPEZZA,Wrist,O,8,2010
21036,67,BUF,26,VANEK,Wrist,O,12,2010
21036,99,OTT,52,GREENING,Backhand,O,18,2010
21036,124,BUF,63,ENNIS,Wrist,O,36,2010
21036,130,BUF,28,GAUSTAD,Wrist,O,12,2010
21036,158,OTT,19,SPEZZA,Wrist,O,9,2010
21036,185,BUF,42,GERBE,Slap,O,27,2010
21036,252,BUF,22,BOYES,Backhand,O,35,2010
21036,295,OTT,65,KARLSSON,Wrist,O,39,2010
21037,26,ANA,10,PERRY,Tip-In,O,10,2010
21037,36,PHX,14,PYATT,Wrist,O,38,2010
21037,93,PHX,28,KORPIKOSKI,Wrist,O,32,2010
21037,201,ANA,10,PERRY,Deflected,O,12,2010
21037,205,PHX,28,KORPIKOSKI,Wrist,O,12,2010
21037,219,PHX,6,SCHLEMKO,Slap,O,43,2010
21037,326,PHX,19,DOAN,Slap,O,51,2010
21038,67,TB,44,THOMPSON,Wrist,O,40,2010
21038,154,TOR,3,PHANEUF,Wrist,O,41,2010
21038,185,TB,21,RITOLA,Snap,O,11,2010
21038,199,TB,21,RITOLA,Wrist,O,23,2010
21038,216,TOR,41,KULEMIN,Wrist,O,20,2010
21038,235,TB,4,LECAVALIER,Wrist,O,18,2010
21038,296,TB,19,MOORE,Snap,O,19,2010
21038,327,TB,39,LUNDIN,Slap,O,57,2010
21039,17,SJ,8,PAVELSKI,Slap,O,19,2010
21039,63,CHI,25,STALBERG,Wrist,O,16,2010
21039,89,SJ,19,THORNTON,Wrist,O,12,2010
21039,114,CHI,81,HOSSA,Wrist,O,8,2010
21039,128,CHI,81,HOSSA,Wrist,O,29,2010
21039,136,CHI,19,TOEWS,Wrist,O,28,2010
21039,170,CHI,4,HJALMARSSON,Slap,O,44,2010
21039,190,SJ,39,COUTURE,Wrist,O,16,2010
21039,192,CHI,88,KANE,Wrist,O,19,2010
21040,10,VAN,13,TORRES,Wrist,O,39,2010
21040,42,VAN,22,SEDIN,Wrist,O,43,2010
21040,71,VAN,17,KESLER,Backhand,O,8,2010
21040,178,MIN,15,BRUNETTE,Wrist,O,7,2010
21040,210,MIN,9,KOIVU,Backhand,O,10,2010
21040,266,VAN,17,KESLER,Wrist,O,51,2010
21041,130,CAR,16,SUTTER,Backhand,O,8,2010
21042,72,ATL,14,STAPLETON,Tip-In,O,12,2010
21042,75,ATL,27,THORBURN,Wrist,O,12,2010
21042,81,NJ,19,ZAJAC,Tip-In,O,13,2010
21042,104,NJ,26,ELIAS,Wrist,O,18,2010
21042,164,NJ,16,JOSEFSON,Slap,O,31,2010
21042,208,NJ,17,KOVALCHUK,Wrist,O,17,2010
21043,21,NYR,8,PRUST,Wrist,O,10,2010
21043,87,NYR,26,CHRISTENSEN,Wrist,O,31,2010
21043,121,NYI,26,MOULSON,Deflected,O,8,2010
21043,133,NYI,15,PARENTEAU,Tip-In,O,9,2010
21043,172,NYR,24,CALLAHAN,Wrist,O,9,2010
21043,186,NYR,10,GABORIK,Snap,O,23,2010
21043,208,NYR,28,MCCABE,Snap,O,15,2010
21043,269,NYR,10,GABORIK,Snap,O,23,2010
21043,292,NYI,91,TAVARES,Wrist,O,10,2010
21044,90,CBJ,14,CLITSOME,Slap,O,51,2010
21044,153,BOS,46,KREJCI,Slap,O,59,2010
21044,239,CBJ,9,UPSHALL,Wrist,O,14,2010
21044,251,BOS,49,PEVERLEY,Wrist,O,8,2010
21044,315,BOS,19,SEGUIN,Wrist,O,7,2010
21045,9,WSH,90,JOHANSSON,Wrist,O,23,2010
21045,12,MTL,32,MOEN,Wrist,O,29,2010
21045,82,WSH,21,LAICH,Wrist,O,8,2010
21045,142,MTL,46,KOSTITSYN,Wrist,O,35,2010
21045,259,WSH,90,JOHANSSON,Backhand,O,15,2010
21045,296,WSH,22,KNUBLE,Slap,O,30,2010
21046,52,PIT,48,KENNEDY,Tip-In,O,11,2010
21046,120,PIT,11,STAAL,Wrist,O,6,2010
21046,126,OTT,26,SHANNON,Backhand,O,8,2010
21046,131,PIT,6,LOVEJOY,Slap,O,41,2010
21046,156,PIT,24,COOKE,Wrist,O,13,2010
21046,258,PIT,4,MICHALEK,Slap,O,21,2010
21047,26,PHI,19,HARTNELL,Wrist,O,20,2010
21047,39,FLA,9,WEISS,Wrist,O,28,2010
21047,90,FLA,7,KULIKOV,Slap,O,57,2010
21047,143,PHI,17,CARTER,Wrist,O,28,2010
21047,194,PHI,17,CARTER,Wrist,O,14,2010
21048,57,LA,11,KOPITAR,Wrist,O,6,2010
21048,82,NSH,7,BLUM,Slap,O,50,2010
21048,102,LA,53,MARTINEZ,Wrist,O,22,2010
21048,148,LA,17,SIMMONDS,Snap,O,26,2010
21048,241,NSH,71,DUMONT,Tip-In,O,21,2010
21048,273,LA,23,BROWN,Wrist,N,82,2010
21049,138,DAL,63,RIBEIRO,Wrist,O,16,2010
21049,155,DAL,17,PETERSEN,Wrist,O,11,2010
21049,161,SJ,19,THORNTON,Tip-In,O,11,2010
21049,201,SJ,15,HEATLEY,Wrist,O,8,2010
21049,265,SJ,29,CLOWE,Wrist,O,11,2010
21049,275,SJ,17,MITCHELL,Tip-In,O,15,2010
21049,309,DAL,14,BENN,Backhand,O,11,2010
21049,376,SJ,19,THORNTON,Wrist,N,115,2010
21049,378,SJ,15,HEATLEY,Wrist,N,108,2010
21050,34,PHX,22,STEMPNIAK,Slap,O,26,2010
21050,76,CGY,13,JOKINEN,Snap,O,20,2010
21050,107,PHX,20,BELANGER,Backhand,O,19,2010
21050,193,PHX,3,YANDLE,Backhand,O,21,2010
21050,196,PHX,32,ROZSIVAL,Slap,O,62,2010
21050,201,CGY,11,BACKLUND,Wrist,O,46,2010
21050,228,CGY,40,TANGUAY,Wrist,O,33,2010
21051,60,CAR,59,LAROSE,Wrist,O,42,2010
21051,106,TOR,3,PHANEUF,Slap,O,57,2010
21051,171,TOR,3,PHANEUF,Slap,O,43,2010
21051,174,TOR,42,BOZAK,Tip-In,O,9,2010
21052,53,DET,40,ZETTERBERG,Slap,O,31,2010
21052,56,WSH,74,CARLSON,Slap,O,44,2010
21052,69,DET,51,FILPPULA,Tip-In,O,7,2010
21052,122,WSH,8,OVECHKIN,Wrist,O,27,2010
21052,242,DET,40,ZETTERBERG,Backhand,O,27,2010
21053,50,COL,6,JOHNSON,Slap,O,54,2010
21053,58,COL,9,DUCHENE,Wrist,O,12,2010
21053,137,VAN,40,LAPIERRE,Wrist,O,11,2010
21053,281,VAN,14,BURROWS,Wrist,O,11,2010
21053,287,VAN,33,SEDIN,Wrist,O,24,2010
21053,323,VAN,33,SEDIN,Wrist,D,145,2010
21054,150,STL,37,OYSTRICK,Wrist,O,32,2010
21054,154,ANA,33,BLAKE,Backhand,O,12,2010
21054,200,ANA,33,BLAKE,Deflected,O,21,2010
21055,34,ATL,14,STAPLETON,Snap,O,40,2010
21055,42,PHI,28,GIROUX,Wrist,O,10,2010
21055,117,ATL,10,LITTLE,Backhand,O,12,2010
21055,164,PHI,48,BRIERE,Wrap-around,O,8,2010
21055,179,ATL,80,ANTROPOV,Snap,O,41,2010
21055,259,PHI,48,BRIERE,Backhand,O,9,2010
21055,284,ATL,13,SCHREMP,Wrist,O,13,2010
21055,286,ATL,26,WHEELER,Wrist,O,14,2010
21056,7,DET,20,MILLER,Wrist,O,11,2010
21056,58,DET,51,FILPPULA,Wrist,O,11,2010
21057,109,TB,16,PURCELL,Wrist,O,12,2010
21057,133,MTL,46,KOSTITSYN,Tip-In,O,8,2010
21057,222,MTL,21,GIONTA,Backhand,O,11,2010
21057,246,TB,12,GAGNE,Tip-In,O,10,2010
21057,336,MTL,34,DAWES,Wrist,O,13,2010
21057,342,TB,12,GAGNE,Wrist,O,10,2010
21057,343,MTL,13,CAMMALLERI,Wrist,O,9,2010
21058,88,OTT,26,SHANNON,Slap,O,41,2010
21058,188,OTT,25,NEIL,Tip-In,O,8,2010
21058,216,NJ,12,ROLSTON,Wrist,O,54,2010
21058,284,OTT,25,NEIL,Wrist,O,65,2010
21059,117,FLA,14,SAMSONOV,Slap,O,65,2010
21059,134,FLA,9,WEISS,Wrist,O,29,2010
21059,165,FLA,13,SANTORELLI,Slap,O,10,2010
21059,274,FLA,4,ELLERBY,Slap,D,133,2010
21060,11,BOS,19,SEGUIN,Wrist,O,20,2010
21060,41,NSH,74,KOSTITSYN,Wrist,O,22,2010
21060,157,NSH,33,WILSON,Wrist,O,33,2010
21060,170,BOS,46,KREJCI,Wrist,O,19,2010
21060,207,BOS,37,BERGERON,Wrist,O,29,2010
21060,265,NSH,11,LEGWAND,Wrist,O,11,2010
21060,316,NSH,6,WEBER,Slap,O,48,2010
21061,87,DAL,29,OTT,Wrist,O,23,2010
21061,104,DAL,14,BENN,Snap,O,22,2010
21061,113,DAL,10,MORROW,Snap,O,42,2010
21061,215,DAL,27,WILLIAMS,Wrist,O,39,2010
21061,262,DAL,24,SEGAL,Wrist,O,11,2010
21062,26,CGY,12,IGINLA,Slap,O,24,2010
21062,28,CGY,5,GIORDANO,Wrist,O,22,2010
21062,39,COL,40,OLVER,Backhand,O,10,2010
21062,102,CGY,17,BOURQUE,Snap,O,29,2010
21062,208,CGY,26,KOTALIK,Snap,O,9,2010
21062,220,CGY,12,IGINLA,Tip-In,O,8,2010
21062,286,COL,55,MCLEOD,Wrist,O,7,2010
21063,94,PHX,22,STEMPNIAK,Wrist,O,10,2010
21063,159,PHX,13,WHITNEY,Wrist,D,173,2010
21063,244,EDM,91,PAAJARVI,Wrist,O,37,2010
21063,273,PHX,17,VRBATA,Wrist,O,17,2010
21064,93,STL,36,DAGOSTINI,Wrist,O,22,2010
21064,220,STL,36,DAGOSTINI,Wrist,O,29,2010
21064,257,STL,27,PIETRANGELO,Slap,N,90,2010
21064,297,STL,74,OSHIE,Backhand,O,37,2010
21065,74,SJ,10,MAYERS,Backhand,O,27,2010
21065,94,MIN,11,MADDEN,Wrist,O,23,2010
21065,186,SJ,39,COUTURE,Backhand,O,27,2010
21065,196,MIN,21,BRODZIAK,Wrist,O,17,2010
21065,265,SJ,12,MARLEAU,Slap,O,7,2010
21066,31,WSH,55,SCHULTZ,Slap,O,56,2010
21066,148,WSH,22,KNUBLE,Wrist,O,12,2010
21066,219,WSH,22,KNUBLE,Snap,O,20,2010
21067,39,NYR,42,ANISIMOV,Backhand,O,10,2010
21067,49,MTL,76,SUBBAN,Deflected,O,42,2010
21067,74,NYR,5,GIRARDI,Slap,O,30,2010
21067,105,NYR,24,CALLAHAN,Wrist,O,14,2010
21067,110,NYR,10,GABORIK,Snap,O,16,2010
21067,113,NYR,22,BOYLE,Snap,O,19,2010
21067,151,MTL,20,WISNIEWSKI,Slap,O,41,2010
21067,223,MTL,21,GIONTA,Tip-In,O,8,2010
21067,312,NYR,20,PROSPAL,Tip-In,O,7,2010
21068,99,CAR,53,SKINNER,Tip-In,O,15,2010
21068,111,NYI,51,NIELSEN,Backhand,O,9,2010
21068,156,NYI,40,GRABNER,Backhand,O,5,2010
21068,345,CAR,26,COLE,Snap,O,16,2010
21068,389,CAR,25,PITKANEN,Slap,O,37,2010
21069,266,PHX,17,VRBATA,Backhand,O,12,2010
21069,272,PHX,19,DOAN,Slap,O,64,2010
21069,283,VAN,5,EHRHOFF,Wrist,D,124,2010
21069,292,PHX,22,STEMPNIAK,Wrist,O,46,2010
21070,39,CBJ,61,NASH,Wrist,O,41,2010
21070,45,MIN,16,STAUBITZ,Snap,O,23,2010
21070,133,MIN,22,CLUTTERBUCK,Snap,O,44,2010
21070,209,CBJ,10,RUSSELL,Slap,O,54,2010
21070,234,CBJ,35,HEJDA,Slap,O,51,2010
21070,269,CBJ,61,NASH,Wrist,O,47,2010
21070,272,MIN,20,MIETTINEN,Wrist,O,36,2010
21070,285,MIN,96,BOUCHARD,Wrist,O,8,2010
21070,317,CBJ,50,VERMETTE,Wrist,O,19,2010
21071,4,BUF,29,POMINVILLE,Snap,O,14,2010
21071,47,ATL,27,THORBURN,Wrist,O,22,2010
21071,63,BUF,12,MANCARI,Slap,O,58,2010
21071,78,BUF,20,NIEDERMAYER,Tip-In,O,56,2010
21071,120,ATL,8,BURMISTROV,Wrist,O,35,2010
21071,154,BUF,42,GERBE,Wrist,O,7,2010
21071,168,BUF,63,ENNIS,Wrist,O,13,2010
21071,216,BUF,22,BOYES,Backhand,O,7,2010
21071,274,BUF,20,NIEDERMAYER,Backhand,O,9,2010
21071,278,BUF,19,CONNOLLY,Wrist,O,10,2010
21072,50,TOR,2,SCHENN,Wrist,O,10,2010
21072,63,BOS,54,MCQUAID,Tip-In,O,9,2010
21072,68,TOR,43,KADRI,Snap,O,59,2010
21072,176,TOR,46,CRABB,Snap,O,12,2010
21072,181,TOR,18,BROWN,Snap,O,20,2010
21072,235,TOR,59,AULIE,Wrist,O,48,2010
21072,360,BOS,20,PAILLE,Snap,O,11,2010
21073,18,TB,4,LECAVALIER,Wrist,O,14,2010
21073,151,TB,42,TYRELL,Backhand,O,7,2010
21073,287,OTT,26,SHANNON,Wrist,O,7,2010
21073,310,OTT,71,FOLIGNO,Deflected,O,8,2010
21073,350,OTT,19,SPEZZA,Tip-In,O,9,2010
21074,118,NYI,40,GRABNER,Wrist,O,19,2010
21074,142,FLA,63,DADONOV,Tip-In,O,11,2010
21074,162,FLA,63,DADONOV,Wrist,O,40,2010
21074,202,NYI,15,PARENTEAU,Wrist,O,29,2010
21074,214,NYI,59,HALEY,Wrist,O,15,2010
21074,225,FLA,9,WEISS,Slap,O,42,2010
21074,289,NYI,51,NIELSEN,Snap,O,20,2010
21074,291,NYI,15,PARENTEAU,Snap,O,22,2010
21075,108,DET,11,CLEARY,Tip-In,O,7,2010
21075,164,NSH,5,GEOFFRION,Tip-In,O,7,2010
21075,282,NSH,7,BLUM,Wrist,O,14,2010
21075,345,NSH,11,LEGWAND,Wrist,O,39,2010
21076,104,PHI,17,CARTER,Deflected,O,13,2010
21076,130,PHI,18,RICHARDS,Backhand,O,7,2010
21076,201,DAL,33,GOLIGOSKI,Deflected,O,10,2010
21076,310,DAL,3,ROBIDAS,Slap,O,43,2010
21076,379,PHI,28,GIROUX,Backhand,O,11,2010
21076,380,DAL,63,RIBEIRO,Wrist,O,8,2010
21076,387,PHI,22,LEINO,Backhand,O,16,2010
21077,60,COL,9,DUCHENE,Wrist,O,8,2010
21077,167,EDM,14,EBERLE,Backhand,O,22,2010
21077,189,COL,12,PORTER,Backhand,O,16,2010
21077,274,EDM,26,FOSTER,Tip-In,O,12,2010
21077,331,COL,29,STOA,Backhand,O,10,2010
21078,72,ANA,64,MCMILLAN,Wrist,O,10,2010
21078,254,LA,23,BROWN,Wrist,O,10,2010
21078,300,ANA,10,PERRY,Snap,O,48,2010
21079,34,SJ,17,MITCHELL,Wrist,O,9,2010
21079,42,SJ,12,MARLEAU,Slap,O,40,2010
21079,67,SJ,8,PAVELSKI,Slap,O,47,2010
21079,191,STL,77,HENSICK,Wrist,O,11,2010
21079,209,SJ,16,SETOGUCHI,Wrist,O,49,2010
21079,264,SJ,8,PAVELSKI,Tip-In,O,24,2010
21079,320,STL,42,BACKES,Slap,O,41,2010
21079,388,STL,10,MCDONALD,Slap,O,49,2010
21080,59,NYR,42,ANISIMOV,Wrist,O,9,2010
21080,78,PIT,11,STAAL,Wrist,O,10,2010
21080,216,PIT,14,KUNITZ,Wrist,O,38,2010
21080,227,NYR,10,GABORIK,Wrist,O,8,2010
21080,230,NYR,24,CALLAHAN,Slap,O,26,2010
21080,269,NYR,21,STEPAN,Wrist,O,16,2010
21080,273,NYR,17,DUBINSKY,Wrist,N,100,2010
21081,43,NSH,5,GEOFFRION,Wrist,O,11,2010
21081,146,BUF,42,GERBE,Wrist,O,12,2010
21081,148,BUF,19,CONNOLLY,Wrist,O,30,2010
21081,200,BUF,63,ENNIS,Wrist,O,27,2010
21081,274,NSH,5,GEOFFRION,Wrist,O,7,2010
21081,282,NSH,5,GEOFFRION,Tip-In,O,63,2010
21081,293,NSH,10,ERAT,Slap,O,24,2010
21082,34,NJ,23,CLARKSON,Tip-In,O,9,2010
21082,127,NJ,23,CLARKSON,Wrist,O,10,2010
21082,199,NJ,32,PALMIERI,Wrist,O,14,2010
21083,5,MTL,53,WHITE,Wrist,O,12,2010
21083,40,MTL,46,KOSTITSYN,Wrist,O,37,2010
21083,109,MTL,76,SUBBAN,Wrist,O,9,2010
21083,126,MTL,20,WISNIEWSKI,Snap,O,18,2010
21083,140,MTL,32,MOEN,Backhand,O,11,2010
21083,177,MTL,76,SUBBAN,Slap,O,63,2010
21083,201,MTL,76,SUBBAN,Slap,O,47,2010
21083,257,MIN,9,KOIVU,Penalty Sho,N,15,2010
21083,262,MTL,94,PYATT,Snap,O,26,2010
21084,89,CHI,2,KEITH,Slap,O,39,2010
21084,188,PHX,20,BELANGER,Wrist,O,46,2010
21084,264,CHI,14,CAMPOLI,Wrist,O,18,2010
21085,11,ANA,15,GETZLAF,Wrist,O,17,2010
21085,30,ANA,10,PERRY,Tip-In,O,5,2010
21085,48,ANA,23,BEAUCHEMIN,Slap,O,61,2010
21085,122,CGY,16,KOSTOPOULOS,Slap,O,23,2010
21085,171,CGY,17,BOURQUE,Tip-In,O,10,2010
21085,211,CGY,16,KOSTOPOULOS,Deflected,O,27,2010
21085,263,CGY,12,IGINLA,Wrist,O,39,2010
21085,319,ANA,8,SELANNE,Deflected,O,20,2010
21085,360,ANA,10,PERRY,Deflected,O,15,2010
21086,81,PIT,9,DUPUIS,Backhand,O,15,2010
21086,104,PIT,14,KUNITZ,Wrist,O,14,2010
21086,168,PIT,9,DUPUIS,Wrist,O,7,2010
21086,177,PIT,48,KENNEDY,Backhand,O,12,2010
21086,203,DET,40,ZETTERBERG,Backhand,O,38,2010
21086,230,DET,51,FILPPULA,Wrist,O,10,2010
21086,264,DET,11,CLEARY,Tip-In,O,9,2010
21086,281,DET,90,MODANO,Wrist,O,23,2010
21086,362,PIT,18,NEAL,Wrist,O,22,2010
21087,302,LA,28,STOLL,Wrist,O,17,2010
21087,306,CGY,13,JOKINEN,Backhand,O,13,2010
21087,361,CGY,40,TANGUAY,Wrist,O,12,2010
21087,362,LA,28,STOLL,Wrist,O,10,2010
21087,364,LA,11,KOPITAR,Backhand,O,9,2010
21088,57,NJ,17,KOVALCHUK,Snap,O,30,2010
21088,69,BOS,22,THORNTON,Tip-In,O,15,2010
21088,132,BOS,33,CHARA,Snap,O,26,2010
21088,230,BOS,17,LUCIC,Snap,O,32,2010
21088,236,BOS,28,RECCHI,Wrist,O,63,2010
21089,229,NYR,17,DUBINSKY,Tip-In,O,11,2010
21090,48,WSH,19,BACKSTROM,Snap,O,45,2010
21090,97,WSH,22,KNUBLE,Deflected,O,9,2010
21090,111,WSH,6,WIDEMAN,Slap,O,63,2010
21090,135,PHI,10,VERSTEEG,Snap,O,8,2010
21090,190,PHI,28,GIROUX,Slap,O,23,2010
21090,230,PHI,15,NODL,Wrist,O,15,2010
21090,260,PHI,48,BRIERE,Tip-In,O,8,2010
21090,276,WSH,90,JOHANSSON,Slap,O,32,2010
21090,309,PHI,22,LEINO,Wrist,O,7,2010
21090,311,WSH,26,HENDRICKS,Backhand,O,7,2010
21090,313,WSH,19,BACKSTROM,Snap,O,11,2010
21090,314,PHI,48,BRIERE,Backhand,O,10,2010
21090,315,WSH,28,SEMIN,Backhand,O,7,2010
21091,53,OTT,52,GREENING,Backhand,O,5,2010
21091,84,OTT,10,SVATOS,Wrist,O,15,2010
21091,86,CAR,15,RUUTU,Wrist,O,31,2010
21091,89,CAR,59,LAROSE,Wrist,O,21,2010
21091,225,CAR,59,LAROSE,Snap,O,32,2010
21091,261,CAR,61,STILLMAN,Wrist,O,17,2010
21091,301,OTT,65,KARLSSON,Tip-In,O,15,2010
21092,126,BUF,42,GERBE,Tip-In,O,17,2010
21092,269,BUF,42,GERBE,Wrist,N,69,2010
21093,8,TB,44,THOMPSON,Wrist,O,13,2010
21093,71,NYI,12,BAILEY,Wrist,O,18,2010
21093,133,NYI,21,OKPOSO,Tip-In,O,19,2010
21093,168,NYI,17,MARTIN,Backhand,O,12,2010
21093,261,NYI,51,NIELSEN,Slap,O,51,2010
21093,273,TB,19,MOORE,Wrist,O,17,2010
21093,322,NYI,40,GRABNER,Wrist,O,47,2010
21094,15,NSH,10,ERAT,Wrist,O,11,2010
21094,35,NSH,27,HORNQVIST,Snap,O,14,2010
21094,121,NSH,11,LEGWAND,Backhand,O,18,2010
21094,138,EDM,14,EBERLE,Wrist,O,10,2010
21095,8,TOR,19,LUPUL,Wrist,O,23,2010
21095,140,TOR,84,GRABOVSKI,Wrist,O,29,2010
21095,202,TOR,36,GUNNARSSON,Wrist,O,27,2010
21096,16,CBJ,61,NASH,Backhand,O,9,2010
21096,28,COL,37,OREILLY,Wrist,O,9,2010
21096,147,CBJ,24,MACKENZIE,Wrist,O,11,2010
21096,235,CBJ,18,UMBERGER,Wrist,O,41,2010
21096,239,COL,9,DUCHENE,Wrist,O,8,2010
21096,273,COL,9,DUCHENE,Backhand,O,8,2010
21096,283,CBJ,18,UMBERGER,Backhand,O,12,2010
21096,304,COL,34,WINNIK,Wrist,O,15,2010
21096,336,COL,23,HEJDUK,Wrist,O,19,2010
21097,43,STL,12,SHATTENKIRK,Wrist,O,14,2010
21097,139,PHX,13,WHITNEY,Wrist,O,12,2010
21097,187,PHX,28,KORPIKOSKI,Wrist,O,45,2010
21098,125,VAN,22,SEDIN,Wrist,O,19,2010
21098,250,VAN,22,SEDIN,Slap,O,43,2010
21098,264,DET,26,HUDLER,Wrist,O,8,2010
21099,186,CHI,7,SEABROOK,Slap,O,31,2010
21099,223,CHI,25,STALBERG,Wrist,O,12,2010
21099,285,CHI,88,KANE,Snap,O,20,2010
21099,307,CHI,82,KOPECKY,Wrist,O,19,2010
21100,109,ANA,17,VISNOVSKY,Slap,O,26,2010
21100,155,DAL,33,GOLIGOSKI,Slap,O,43,2010
21100,248,DAL,21,ERIKSSON,Snap,O,14,2010
21100,251,ANA,10,PERRY,Backhand,O,9,2010
21100,301,DAL,6,DALEY,Wrist,O,25,2010
21100,325,ANA,8,SELANNE,Snap,O,9,2010
21100,332,ANA,4,FOWLER,Wrist,O,14,2010
21101,14,SJ,17,MITCHELL,Deflected,O,7,2010
21101,38,CGY,12,IGINLA,Wrist,O,7,2010
21101,57,SJ,69,DESJARDINS,Wrist,O,29,2010
21101,81,CGY,6,SARICH,Slap,O,54,2010
21101,88,SJ,12,MARLEAU,Backhand,O,8,2010
21101,103,SJ,12,MARLEAU,Wrist,O,10,2010
21101,216,CGY,17,BOURQUE,Wrap-around,O,7,2010
21101,232,SJ,17,MITCHELL,Backhand,O,9,2010
21101,331,SJ,39,COUTURE,Wrist,O,23,2010
21102,5,BOS,55,BOYCHUK,Slap,O,50,2010
21102,82,BOS,11,CAMPBELL,Tip-In,O,11,2010
21102,100,BOS,18,HORTON,Wrist,O,9,2010
21102,248,BOS,18,HORTON,Wrist,O,15,2010
21102,253,BOS,54,MCQUAID,Tip-In,O,24,2010
21102,279,BOS,12,KABERLE,Snap,O,21,2010
21102,293,BOS,11,CAMPBELL,Wrist,O,14,2010
21103,46,ATL,16,LADD,Wrist,O,10,2010
21103,116,NYI,91,TAVARES,Wrist,O,3,2010
21103,181,ATL,13,SCHREMP,Snap,O,23,2010
21104,163,OTT,26,SHANNON,Snap,O,15,2010
21104,208,NYR,8,PRUST,Snap,O,14,2010
21104,327,OTT,65,KARLSSON,Wrist,O,27,2010
21105,72,PHI,18,RICHARDS,Deflected,O,5,2010
21105,99,PIT,48,KENNEDY,Wrist,O,17,2010
21105,314,PIT,72,KOVALEV,Wrist,O,8,2010
21105,315,PHI,48,BRIERE,Wrist,O,9,2010
21105,318,PIT,14,KUNITZ,Snap,O,14,2010
21106,182,STL,74,OSHIE,Wrist,O,22,2010
21106,209,STL,36,DAGOSTINI,Wrist,O,9,2010
21106,231,STL,25,STEWART,Wrist,O,10,2010
21106,261,STL,79,CRACKNELL,Snap,O,34,2010
